index,stem,source_structure_path,selected_chain,aa_length,structure_length,seq_cluster,structure_cluster,combined_cluster,split
1926,spec_unconditional_monomer_unconditional_monomer_679_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_679_model_0.cif,A,346,346,1906,1918,1898,test
1927,spec_unconditional_monomer_unconditional_monomer_679_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_679_model_1.cif,A,346,346,1907,1919,1899,train
1928,spec_unconditional_monomer_unconditional_monomer_679_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_679_model_2.cif,A,346,346,1908,1920,1900,train
1929,spec_unconditional_monomer_unconditional_monomer_67_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_67_model_0.cif,A,111,111,1909,1921,1901,train
1930,spec_unconditional_monomer_unconditional_monomer_67_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_67_model_1.cif,A,111,111,1910,1922,1902,train
1931,spec_unconditional_monomer_unconditional_monomer_67_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_67_model_2.cif,A,111,111,1911,1923,1903,train
1932,spec_unconditional_monomer_unconditional_monomer_680_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_680_model_0.cif,A,253,253,1912,1924,1904,train
1933,spec_unconditional_monomer_unconditional_monomer_680_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_680_model_1.cif,A,253,253,63,1925,63,test
1934,spec_unconditional_monomer_unconditional_monomer_680_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_680_model_2.cif,A,253,253,1913,1926,1905,train
1935,spec_unconditional_monomer_unconditional_monomer_681_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_681_model_0.cif,A,201,201,1914,1927,1906,train
1936,spec_unconditional_monomer_unconditional_monomer_681_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_681_model_1.cif,A,201,201,1915,1928,1907,test
1937,spec_unconditional_monomer_unconditional_monomer_681_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_681_model_2.cif,A,201,201,1916,1929,1908,train
1938,spec_unconditional_monomer_unconditional_monomer_682_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_682_model_0.cif,A,118,118,1917,1930,1909,train
1939,spec_unconditional_monomer_unconditional_monomer_682_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_682_model_1.cif,A,118,118,1918,1931,1910,train
1940,spec_unconditional_monomer_unconditional_monomer_682_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_682_model_2.cif,A,118,118,1919,1932,1911,train
1941,spec_unconditional_monomer_unconditional_monomer_683_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_683_model_0.cif,A,267,267,1920,1933,1912,train
1942,spec_unconditional_monomer_unconditional_monomer_683_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_683_model_1.cif,A,267,267,1921,1934,1913,train
1943,spec_unconditional_monomer_unconditional_monomer_683_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_683_model_2.cif,A,267,267,1922,1935,1914,train
1944,spec_unconditional_monomer_unconditional_monomer_684_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_684_model_0.cif,A,371,371,1923,1936,1915,train
1945,spec_unconditional_monomer_unconditional_monomer_684_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_684_model_1.cif,A,371,371,1924,1937,1916,train
1946,spec_unconditional_monomer_unconditional_monomer_684_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_684_model_2.cif,A,371,371,1925,1938,1917,train
1947,spec_unconditional_monomer_unconditional_monomer_685_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_685_model_0.cif,A,117,117,1926,1939,1918,train
1948,spec_unconditional_monomer_unconditional_monomer_685_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_685_model_1.cif,A,117,117,1927,1940,1919,train
1949,spec_unconditional_monomer_unconditional_monomer_685_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_685_model_2.cif,A,117,117,1928,1941,1920,train
1950,spec_unconditional_monomer_unconditional_monomer_686_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_686_model_0.cif,A,330,330,1929,1942,1921,test
1951,spec_unconditional_monomer_unconditional_monomer_686_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_686_model_1.cif,A,330,330,1930,1943,1922,train
1952,spec_unconditional_monomer_unconditional_monomer_686_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_686_model_2.cif,A,330,330,1931,1944,1923,test
1953,spec_unconditional_monomer_unconditional_monomer_687_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_687_model_0.cif,A,77,77,1932,1945,1924,train
1954,spec_unconditional_monomer_unconditional_monomer_687_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_687_model_1.cif,A,77,77,1933,1946,1925,train
1955,spec_unconditional_monomer_unconditional_monomer_687_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_687_model_2.cif,A,77,77,1934,1947,1926,test
1956,spec_unconditional_monomer_unconditional_monomer_688_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_688_model_0.cif,A,397,397,1935,1948,1927,train
1957,spec_unconditional_monomer_unconditional_monomer_688_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_688_model_1.cif,A,397,397,1936,1949,1928,train
1958,spec_unconditional_monomer_unconditional_monomer_688_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_688_model_2.cif,A,397,397,1937,1950,1929,train
1959,spec_unconditional_monomer_unconditional_monomer_689_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_689_model_0.cif,A,257,257,1938,1951,1930,train
1960,spec_unconditional_monomer_unconditional_monomer_689_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_689_model_1.cif,A,257,257,1939,1952,1931,train
1961,spec_unconditional_monomer_unconditional_monomer_689_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_689_model_2.cif,A,257,257,1940,1953,1932,train
1962,spec_unconditional_monomer_unconditional_monomer_68_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_68_model_0.cif,A,310,310,1941,1954,1933,test
1963,spec_unconditional_monomer_unconditional_monomer_68_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_68_model_1.cif,A,310,310,1942,1955,1934,train
1964,spec_unconditional_monomer_unconditional_monomer_68_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_68_model_2.cif,A,310,310,1943,1956,1935,test
1965,spec_unconditional_monomer_unconditional_monomer_690_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_690_model_0.cif,A,303,303,1944,1957,1936,test
1966,spec_unconditional_monomer_unconditional_monomer_690_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_690_model_1.cif,A,303,303,1945,1958,1937,test
1967,spec_unconditional_monomer_unconditional_monomer_690_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_690_model_2.cif,A,303,303,1946,1959,1938,test
1968,spec_unconditional_monomer_unconditional_monomer_691_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_691_model_0.cif,A,200,200,1947,1960,1939,train
1969,spec_unconditional_monomer_unconditional_monomer_691_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_691_model_1.cif,A,200,200,1948,1961,1940,train
1970,spec_unconditional_monomer_unconditional_monomer_691_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_691_model_2.cif,A,200,200,1949,1962,1941,train
1971,spec_unconditional_monomer_unconditional_monomer_692_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_692_model_0.cif,A,191,191,1950,1963,1942,train
1972,spec_unconditional_monomer_unconditional_monomer_692_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_692_model_1.cif,A,191,191,1951,1964,1943,train
1973,spec_unconditional_monomer_unconditional_monomer_692_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_692_model_2.cif,A,191,191,1952,1965,1944,test
1974,spec_unconditional_monomer_unconditional_monomer_693_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_693_model_0.cif,A,235,235,1953,1966,1945,train
1975,spec_unconditional_monomer_unconditional_monomer_693_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_693_model_1.cif,A,235,235,1954,1967,1946,train
1976,spec_unconditional_monomer_unconditional_monomer_693_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_693_model_2.cif,A,235,235,1955,1968,1947,train
1977,spec_unconditional_monomer_unconditional_monomer_694_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_694_model_0.cif,A,319,319,1956,1969,1948,train
1978,spec_unconditional_monomer_unconditional_monomer_694_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_694_model_1.cif,A,319,319,1957,1970,1949,train
1979,spec_unconditional_monomer_unconditional_monomer_694_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_694_model_2.cif,A,319,319,1958,1971,1950,train
1980,spec_unconditional_monomer_unconditional_monomer_695_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_695_model_0.cif,A,138,138,1959,1972,1951,train
1981,spec_unconditional_monomer_unconditional_monomer_695_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_695_model_1.cif,A,138,138,1960,1973,1952,test
1982,spec_unconditional_monomer_unconditional_monomer_695_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_695_model_2.cif,A,138,138,1961,1974,1953,train
1983,spec_unconditional_monomer_unconditional_monomer_696_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_696_model_0.cif,A,251,251,1962,1975,1954,test
1984,spec_unconditional_monomer_unconditional_monomer_696_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_696_model_1.cif,A,251,251,1963,1976,1955,train
1985,spec_unconditional_monomer_unconditional_monomer_696_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_696_model_2.cif,A,251,251,1964,1977,1956,train
1986,spec_unconditional_monomer_unconditional_monomer_697_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_697_model_0.cif,A,365,365,1965,1978,1957,train
1987,spec_unconditional_monomer_unconditional_monomer_697_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_697_model_1.cif,A,365,365,1966,1979,1958,train
1988,spec_unconditional_monomer_unconditional_monomer_697_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_697_model_2.cif,A,365,365,1967,1980,1959,train
1989,spec_unconditional_monomer_unconditional_monomer_698_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_698_model_0.cif,A,85,85,1968,1981,1960,train
1990,spec_unconditional_monomer_unconditional_monomer_698_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_698_model_1.cif,A,85,85,1969,1982,1961,train
1991,spec_unconditional_monomer_unconditional_monomer_698_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_698_model_2.cif,A,85,85,1970,1983,1962,test
1992,spec_unconditional_monomer_unconditional_monomer_699_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_699_model_0.cif,A,307,307,1971,1984,1963,train
1993,spec_unconditional_monomer_unconditional_monomer_699_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_699_model_1.cif,A,307,307,1972,1985,1964,train
1994,spec_unconditional_monomer_unconditional_monomer_699_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_699_model_2.cif,A,307,307,1973,1986,1965,train
1995,spec_unconditional_monomer_unconditional_monomer_69_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_69_model_0.cif,A,396,396,1974,1987,1966,train
1996,spec_unconditional_monomer_unconditional_monomer_69_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_69_model_1.cif,A,396,396,1975,1988,1967,train
1997,spec_unconditional_monomer_unconditional_monomer_69_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_69_model_2.cif,A,396,396,1976,1989,1968,train
1998,spec_unconditional_monomer_unconditional_monomer_6_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_6_model_0.cif,A,165,165,1977,1990,1969,train
1999,spec_unconditional_monomer_unconditional_monomer_6_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_6_model_1.cif,A,165,165,1978,1991,1970,train
2000,spec_unconditional_monomer_unconditional_monomer_6_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_6_model_2.cif,A,165,165,1979,1992,1971,train
2001,spec_unconditional_monomer_unconditional_monomer_700_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_700_model_0.cif,A,388,388,1980,1993,1972,train
2002,spec_unconditional_monomer_unconditional_monomer_700_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_700_model_1.cif,A,388,388,1981,1994,1973,test
2003,spec_unconditional_monomer_unconditional_monomer_700_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_700_model_2.cif,A,388,388,1982,1995,1974,train
